FullState(3 3 1 4 3 5 0 1 1)
Iteration: 100
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 1.0
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
4 5 0,-00.5100,+00.0867,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.9596,+00.0000,-00.5100,+00.0000,+00.0000,+00.0000
5 2 0,-00.3000,+00.0000,-00.3000,-00.7599,+00.0000,+00.0000
5 3 0,-00.7396,+00.0000,-00.5054,-00.6570,+00.0000,+00.0000
5 4 0,-00.5100,+00.0000,+00.5044,+00.0000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+09.8787,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9176,-00.8319,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.7599,-00.7599,-00.7599,+00.0000,+00.0000
1 3 1,+00.0000,-00.5100,-00.5100,-00.3000,+00.0000,+00.0000
1 4 1,+00.0000,+00.0000,-00.3000,-00.3000,+00.0000,+00.0000
1 5 1,+00.0000,+00.2967,+00.0000,+00.0000,+00.0000,+00.0000
2 1 1,-00.8319,-00.8319,-00.9424,+00.0000,+00.0000,+00.0000
2 2 1,-00.8824,-00.9424,-00.8319,-00.9176,+00.0000,+00.0000
2 3 1,+00.0000,-00.6570,-00.3000,-00.9176,+00.0000,+00.0000
2 4 1,+00.0000,-00.3000,+00.0000,-00.5100,+00.0000,+00.0000
2 5 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+09.8787
3 1 1,-00.7599,-00.7599,-00.5100,+00.0000,+00.0000,+00.0000
3 2 1,-00.9176,-00.6570,-00.6570,-00.3000,+00.0000,+00.0000
3 3 1,-00.5100,-00.7599,-00.8824,-00.6570,+00.0000,+00.0000
3 4 1,-00.5100,+00.0000,-00.9176,-00.6570,+00.0000,+00.0000
3 5 1,+00.3574,-00.6570,+00.0000,-00.8319,+00.0000,+00.0000
4 1 1,-00.7599,-00.1590,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.3000,-00.3000,+00.0000,-00.6570,+00.0000,+00.0000
4 3 1,-00.3000,+00.2967,-00.5100,-00.3000,+00.0000,+00.0000
4 4 1,+00.0000,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000
4 5 1,-00.7599,-00.5100,+00.0000,-00.3000,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+08.5410
5 2 1,+00.0000,+00.0000,+00.0000,+00.2967,+00.0000,+00.0000
5 3 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151
5 4 1,+00.0000,+00.0000,-00.3000,+00.8393,+00.0000,+00.0000
5 5 1,-00.6570,+00.0000,+00.0000,-00.7052,+00.0000,+00.0000

FullState(2 5 0 0 0 0 5 5 5)
Iteration: 628
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 1.0
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151,+00.0000
1 2 0,+00.0000,+00.0000,-00.3000,+00.4778,+00.0000,+00.0000
1 3 0,+00.0000,-00.3000,+00.0000,-00.6570,+00.0000,+00.0000
1 4 0,+00.0000,-00.7599,-00.8319,-00.6570,+00.0000,+00.0000
1 5 0,+00.0000,-00.6570,+00.0000,-00.9176,+00.0000,+00.0000
2 1 0,+00.6764,-00.6570,+00.0000,+00.0000,+00.0000,+00.0000
2 2 0,-00.3000,-00.8068,-00.3000,+00.0000,+00.0000,+00.0000
2 3 0,+00.0000,-00.3000,-00.3000,-00.7599,+00.0000,+00.0000
2 4 0,-00.8319,-00.2954,-00.5100,-00.3000,+00.0000,+00.0000
2 5 0,-00.7599,-00.7599,+00.0000,-00.6570,+00.0000,+00.0000
3 1 0,-00.7865,-00.8319,-00.7468,+00.0000,+00.0000,+00.0000
3 2 0,-00.6570,-00.8319,-00.6980,-00.6570,+00.0000,+00.0000
3 3 0,-00.6570,-00.4779,-00.5068,-00.7406,+10.8151,+00.0000
3 4 0,-00.3000,-00.5100,-00.3000,-00.6395,+00.0000,+00.0000
3 5 0,-00.5100,-00.7521,+00.0000,-00.5100,+00.0000,+00.0000
4 1 0,-00.9424,-00.8824,-00.9424,+00.0000,+00.0000,+00.0000
4 2 0,-00.7797,-00.8319,-00.8825,-00.9176,+00.0000,+00.0000
4 3 0,-00.4962,-00.8824,-00.8824,-00.7599,+00.0000,+00.0000
4 4 0,-00.6492,-00.6805,-00.5022,-00.5853,+00.0000,+00.0000
4 5 0,-00.6570,+00.0867,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.9718,+00.0000,-00.8824,+00.0000,+00.0000,+00.0000
5 2 0,-00.9176,+00.0000,-00.7599,-00.8319,+00.0000,+00.0000
5 3 0,-00.8900,+00.0000,-00.6805,-00.8319,+00.0000,+00.0000
5 4 0,-00.6570,+00.0000,+00.9422,-00.5100,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9718,-00.9932,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.9596,-00.9424,-00.9596,+00.0000,+00.0000
1 3 1,+00.0000,-00.8824,-00.5100,-00.6570,+00.0000,+00.0000
1 4 1,+00.0000,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000
1 5 1,+00.0000,+00.2967,+00.0000,+00.0000,+00.0000,+00.0000
2 1 1,-00.9718,-00.9596,-00.9718,+00.0000,+00.0000,+00.0000
2 2 1,-00.9596,-00.9932,-00.8824,-00.9802,+00.0000,+00.0000
2 3 1,-00.5100,-00.8319,-00.5100,-00.9802,+00.0000,+00.0000
2 4 1,-00.3000,-00.5100,+00.0000,-00.6570,+00.0000,+00.0000
2 5 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151
3 1 1,-00.9424,-00.7599,-00.7599,+00.0000,+00.0000,+00.0000
3 2 1,-00.9718,-00.8319,-00.8319,-00.6570,+00.0000,+00.0000
3 3 1,-00.8319,-00.8592,-00.9176,-00.6570,+00.0000,+00.0000
3 4 1,-00.6570,+00.0000,-00.9050,-00.8319,+00.0000,+00.0000
3 5 1,+00.8393,-00.8319,+00.0000,-00.9176,+00.0000,+00.0000
4 1 1,-00.7599,+00.3574,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.5100,-00.4833,-00.2733,-00.7599,+00.0000,+00.0000
4 3 1,-00.5100,+00.2967,-00.7599,-00.6570,+00.0000,+00.0000
4 4 1,-00.3000,-00.6406,-00.6570,-00.4833,+00.0000,+00.0000
4 5 1,-00.8472,-00.7599,+00.0000,-00.6570,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151
5 2 1,+00.0000,+00.0000,+00.0000,+00.7968,+00.0000,+00.0000
5 3 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151
5 4 1,-00.7599,+00.0000,-00.6570,+00.8393,+00.0000,+00.0000
5 5 1,-00.8824,+00.0000,+00.0000,-00.7272,+00.0000,+00.0000

FullState(2 1 0 5 2 5 0 1 2)
Iteration: 100
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 1.0
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151,+00.0000
1 2 0,+00.0000,-00.5100,-00.5100,+00.4778,+00.0000,+00.0000
1 3 0,+00.0000,-00.5100,+00.0000,-00.7588,+00.0000,+00.0000
1 4 0,+00.0000,-00.8319,-00.8319,-00.7599,+00.0000,+00.0000
1 5 0,+00.0000,-00.7599,+00.0000,-00.9424,+00.0000,+00.0000
2 1 0,+00.6764,-00.6570,+00.0000,+00.0000,+00.0000,+00.0000
2 2 0,-00.4670,-00.8068,-00.5100,+00.0000,+00.0000,+00.0000
2 3 0,-00.3000,-00.3000,-00.5100,-00.7599,+00.0000,+00.0000
2 4 0,-00.8824,-00.7380,-00.6570,-00.3000,+00.0000,+00.0000
2 5 0,-00.8319,-00.8824,+00.0000,-00.8319,+00.0000,+00.0000
3 1 0,-00.7897,-00.8319,-00.8228,+00.0000,+00.0000,+00.0000
3 2 0,-00.6570,-00.8319,+00.2850,-00.7599,+00.0000,+00.0000
3 3 0,-00.6570,-00.4779,-00.5068,-00.7406,+12.2506,+00.0000
3 4 0,-00.5100,-00.6570,-00.5100,+00.8903,+00.0000,+00.0000
3 5 0,-00.6570,-00.8187,+00.0000,-00.6798,+00.0000,+00.0000
4 1 0,-00.9596,-00.8824,-00.9424,+00.0000,+00.0000,+00.0000
4 2 0,-00.8202,-00.8824,-00.8825,-00.9424,+00.0000,+00.0000
4 3 0,-00.4962,-00.8824,-00.8824,-00.8824,+00.0000,+00.0000
4 4 0,-00.6492,-00.6915,-00.5022,-00.7097,+00.0000,+00.0000
4 5 0,-00.7599,+00.0867,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.9718,+00.0000,-00.8824,+00.0000,+00.0000,+00.0000
5 2 0,-00.9424,+00.0000,-00.7599,-00.8319,+00.0000,+00.0000
5 3 0,-00.9230,+00.0000,-00.6805,-00.8319,+00.0000,+00.0000
5 4 0,-00.7599,+00.0000,+00.9422,-00.5100,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9718,-00.9932,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.9802,-00.9596,-00.9596,+00.0000,+00.0000
1 3 1,+00.0000,-00.8824,-00.5100,-00.8319,+00.0000,+00.0000
1 4 1,+00.0000,-00.5100,-00.6116,-00.5100,+00.0000,+00.0000
1 5 1,+00.0000,+00.8810,+00.0000,-00.3000,+00.0000,+00.0000
2 1 1,-00.9718,-00.9596,-00.9718,+00.0000,+00.0000,+00.0000
2 2 1,-00.9718,-00.9953,-00.8824,-00.9802,+00.0000,+00.0000
2 3 1,-00.5100,-00.8319,-00.6570,-00.9802,+00.0000,+00.0000
2 4 1,-00.7599,-00.5100,+00.0000,-00.6570,+00.0000,+00.0000
2 5 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+11.9294
3 1 1,-00.9424,-00.7599,-00.7599,+00.0000,+00.0000,+00.0000
3 2 1,-00.9718,-00.8824,-00.8319,-00.6570,+00.0000,+00.0000
3 3 1,-00.8824,-00.8747,-00.9802,-00.6570,+00.0000,+00.0000
3 4 1,-00.7599,-00.3000,-00.9050,-00.9176,+00.0000,+00.0000
3 5 1,+01.3198,-00.8319,+00.0000,-00.9176,+00.0000,+00.0000
4 1 1,-00.7599,+00.3574,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.5100,-00.4833,-00.4646,-00.7599,+00.0000,+00.0000
4 3 1,-00.6570,+00.2967,-00.8824,-00.6570,+00.0000,+00.0000
4 4 1,-00.3000,-00.6955,-00.7599,-00.6116,+00.0000,+00.0000
4 5 1,-00.8175,-00.8824,+00.0000,-00.6570,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151
5 2 1,+00.0000,+00.0000,+00.0000,+00.7968,+00.0000,+00.0000
5 3 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+11.4706
5 4 1,-00.8319,+00.0000,-00.7599,+01.2608,+00.0000,+00.0000
5 5 1,-00.9424,+00.0000,+00.0000,-00.7335,+00.0000,+00.0000

FullState(5 1 0 0 0 0 5 5 5)
Iteration: 831
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 1.0
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+12.6328,+00.0000
1 2 0,+00.0000,-00.6570,-00.5100,+01.5204,+00.0000,+00.0000
1 3 0,+00.0000,-00.8824,-00.3000,-00.6943,+00.0000,+00.0000
1 4 0,+00.0000,-00.9596,-00.9176,-00.9176,+00.0000,+00.0000
1 5 0,+00.0000,-00.9802,+00.0000,-00.9718,+00.0000,+00.0000
2 1 0,+01.9465,-00.8824,-00.3000,+00.0000,+00.0000,+00.0000
2 2 0,-00.6127,-00.8800,-00.8319,-00.2922,+00.0000,+00.0000
2 3 0,-00.7599,-00.5100,-00.8319,-00.9596,+00.0000,+00.0000
2 4 0,-00.9862,-00.8166,-00.7599,-00.7599,+00.0000,+00.0000
2 5 0,-00.9862,-00.9424,+00.0000,-00.9424,+00.0000,+00.0000
3 1 0,-00.5872,-00.9596,-00.8274,+00.0000,+00.0000,+00.0000
3 2 0,-00.8319,-00.9596,-00.0190,-00.9176,+00.0000,+00.0000
3 3 0,-00.8319,-00.8209,-00.8282,-00.8476,+12.6328,+00.0000
3 4 0,-00.6570,-00.7599,-00.8824,-00.4127,+00.0000,+00.0000
3 5 0,-00.7599,-00.7815,+00.0000,-00.8956,+00.0000,+00.0000
4 1 0,-00.9932,-00.9802,-00.9932,+00.0000,+00.0000,+00.0000
4 2 0,-00.8566,-00.9932,-00.9718,-00.9862,+00.0000,+00.0000
4 3 0,-00.8790,-00.9176,-00.9862,-00.9718,+00.0000,+00.0000
4 4 0,-00.6729,-00.5770,-00.6437,-00.9004,+00.0000,+00.0000
4 5 0,-00.8824,+01.3577,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.9984,+00.0000,-00.9903,+00.0000,+00.0000,+00.0000
5 2 0,-00.9953,+00.0000,-00.9862,-00.9802,+00.0000,+00.0000
5 3 0,-00.9871,+00.0000,-00.6695,-00.9802,+00.0000,+00.0000
5 4 0,-00.9176,+00.0000,+02.0174,-00.6570,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+12.6328,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9999,-01.0000,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.9994,-00.9992,-01.0000,+00.0000,+00.0000
1 3 1,+00.0000,-00.9932,-00.9596,-00.9984,+00.0000,+00.0000
1 4 1,+00.0000,-00.7599,-00.6488,-00.9176,+00.0000,+00.0000
1 5 1,+00.0000,+00.1954,+00.0000,-00.3000,+00.0000,+00.0000
2 1 1,-00.9994,-00.9903,-00.9998,+00.0000,+00.0000,+00.0000
2 2 1,-00.9989,-00.9994,-00.9953,-00.9992,+00.0000,+00.0000
2 3 1,-00.9932,-00.9903,-00.8319,-00.9932,+00.0000,+00.0000
2 4 1,-00.8319,-00.8319,-00.6570,-00.7599,+00.0000,+00.0000
2 5 1,-00.3556,-00.7444,+00.0000,-00.7599,+00.0000,+12.6328
3 1 1,-00.9802,-00.6964,-00.8824,+00.0000,+00.0000,+00.0000
3 2 1,-00.9967,-00.9596,-00.9176,-00.8824,+00.0000,+00.0000
3 3 1,-00.9903,-00.9865,-00.9977,-00.9176,+00.0000,+00.0000
3 4 1,-00.7599,-00.8319,-00.8170,-00.9596,+00.0000,+00.0000
3 5 1,-00.4973,-00.9967,+00.0000,-00.9176,+00.0000,+00.0000
4 1 1,-00.7599,+01.7966,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.7599,-00.5902,-00.9100,-00.7998,+00.0000,+00.0000
4 3 1,-00.9903,-00.8344,-00.9424,-00.9596,+00.0000,+00.0000
4 4 1,-00.5100,-00.7314,-00.9862,-00.9260,+00.0000,+00.0000
4 5 1,-00.9742,-00.9903,+00.0000,-00.9862,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+12.6328
5 2 1,-00.5100,+00.0000,+00.2126,+01.7259,+00.0000,+00.0000
5 3 1,-00.9133,+00.0000,-00.5086,-00.4556,+00.0000,+12.6328
5 4 1,-00.9953,+00.0000,-00.9953,-00.2840,+00.0000,+00.0000
5 5 1,-00.9953,+00.0000,+00.0000,-00.9260,+00.0000,+00.0000

