FullState(2 4 1 4 3 5 0 1 1)
Iteration: 100
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
2 5 0,-00.9718,-00.9176,+00.0000,-00.9176,+00.0000,+00.0000
3 1 0,-00.5621,-00.6570,-00.6285,+00.0000,+00.0000,+00.0000
3 2 0,-00.8824,-00.5100,-00.5210,-00.6570,+00.0000,+00.0000
3 3 0,-00.8154,-00.8643,-00.8142,-00.8341,+12.6328,+00.0000
3 4 0,-00.6570,-00.6570,-00.6570,-00.5626,+00.0000,+00.0000
3 5 0,-00.7599,-00.7129,+00.0000,-00.7452,+00.0000,+00.0000
4 1 0,-00.8319,-00.8319,-00.7599,+00.0000,+00.0000,+00.0000
4 2 0,-00.8319,-00.6570,-00.7454,-00.6570,+00.0000,+00.0000
4 3 0,-00.6401,-00.6570,-00.6570,-00.6570,+00.0000,+00.0000
4 4 0,-00.5100,-00.4469,-00.5100,-00.5100,+00.0000,+00.0000
4 5 0,-00.5100,+00.5224,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.9424,+00.0000,-00.9424,+00.0000,+00.0000,+00.0000
5 2 0,-00.8824,+00.0000,-00.9176,-00.8319,+00.0000,+00.0000
5 3 0,-00.8504,+00.0000,-00.7115,-00.9176,+00.0000,+00.0000
5 4 0,-00.3000,+00.0000,+01.4294,-00.3000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+11.9294,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9802,-00.9718,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.9424,-00.8319,-00.9176,+00.0000,+00.0000
1 3 1,+00.0000,-00.7599,-00.6570,-00.7599,+00.0000,+00.0000
1 4 1,+00.0000,-00.4469,-00.5100,-00.5100,+00.0000,+00.0000
1 5 1,+00.0000,-00.4549,+00.0000,-00.3000,+00.0000,+00.0000
2 1 1,-00.9176,-00.9424,-00.9176,+00.0000,+00.0000,+00.0000
2 2 1,-00.8824,-00.9596,-00.8319,-00.8824,+00.0000,+00.0000
2 3 1,-00.7599,-00.5100,-00.6538,-00.8319,+00.0000,+00.0000
2 4 1,-00.5100,-00.3000,+00.3183,-00.3000,+00.0000,+00.0000
2 5 1,-00.6239,-00.6570,+00.0000,-00.6486,+00.0000,+12.2506
3 1 1,-00.8319,-00.8277,-00.8319,+00.0000,+00.0000,+00.0000
3 2 1,-00.8824,-00.8319,-00.7599,-00.8319,+00.0000,+00.0000
3 3 1,-00.7599,-00.7188,-00.8319,-00.7599,+00.0000,+00.0000
3 4 1,-00.7390,-00.5100,-00.8319,-00.5100,+00.0000,+00.0000
3 5 1,+00.9231,-00.6570,+00.0000,-00.8319,+00.0000,+00.0000
4 1 1,-00.6570,+00.9825,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.5100,-00.5351,-00.4641,-00.5100,+00.0000,+00.0000
4 3 1,-00.3000,+01.6517,-00.3000,-00.3000,+00.0000,+00.0000
4 4 1,-00.5100,-00.5100,-00.5100,-00.6127,+00.0000,+00.0000
4 5 1,-00.8127,-00.7599,+00.0000,-00.6570,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+11.9294
5 2 1,-00.5100,+00.0000,+00.0000,+01.2311,+00.0000,+00.0000
5 3 1,-00.2028,+00.0000,+00.0000,-00.4833,+00.0000,+12.4754
5 4 1,-00.6570,+00.0000,-00.5100,+00.4166,+00.0000,+00.0000
5 5 1,-00.9176,+00.0000,+00.0000,-00.8824,+00.0000,+00.0000

FullState(2 2 1 0 0 0 5 5 4)
Iteration: 300
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+12.6328,+00.0000
1 2 0,+00.0000,-00.5100,-00.3000,+01.7339,+00.0000,+00.0000
1 3 0,+00.0000,-00.6570,-00.6570,-00.5863,+00.0000,+00.0000
1 4 0,+00.0000,-00.8824,-00.7599,-00.8824,+00.0000,+00.0000
1 5 0,+00.0000,-00.9596,+00.0000,-00.9424,+00.0000,+00.0000
2 1 0,+01.7670,-00.3000,-00.6570,+00.0000,+00.0000,+00.0000
2 2 0,-00.7366,-00.8319,-00.6570,-00.6179,+00.0000,+00.0000
2 3 0,-00.6570,-00.5283,-00.5100,-00.8319,+00.0000,+00.0000
2 4 0,-00.8319,-00.8223,-00.7599,-00.7599,+00.0000,+00.0000
2 5 0,-00.9802,-00.9424,+00.0000,-00.9176,+00.0000,+00.0000
3 1 0,-00.6123,-00.6570,-00.6285,+00.0000,+00.0000,+00.0000
3 2 0,-00.8824,-00.5100,-00.6647,-00.6570,+00.0000,+00.0000
3 3 0,-00.8708,-00.8643,-00.8699,-00.8839,+12.6328,+00.0000
3 4 0,-00.6570,-00.6570,-00.6570,-00.6938,+00.0000,+00.0000
3 5 0,-00.7599,-00.6965,+00.0000,-00.7452,+00.0000,+00.0000
4 1 0,-00.9176,-00.8824,-00.8824,+00.0000,+00.0000,+00.0000
4 2 0,-00.8319,-00.8319,-00.8218,-00.7599,+00.0000,+00.0000
4 3 0,-00.7481,-00.6570,-00.6570,-00.6570,+00.0000,+00.0000
4 4 0,-00.5100,-00.4469,-00.5100,-00.5100,+00.0000,+00.0000
4 5 0,-00.5100,+01.6203,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.9862,+00.0000,-00.9802,+00.0000,+00.0000,+00.0000
5 2 0,-00.9424,+00.0000,-00.9176,-00.9424,+00.0000,+00.0000
5 3 0,-00.8504,+00.0000,-00.6694,-00.9176,+00.0000,+00.0000
5 4 0,-00.3000,+00.0000,+01.8031,-00.3000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+12.6328,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9903,-00.9903,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.9424,-00.9424,-00.9424,+00.0000,+00.0000
1 3 1,+00.0000,-00.8319,-00.7599,-00.8319,+00.0000,+00.0000
1 4 1,+00.0000,-00.5842,-00.5100,-00.5100,+00.0000,+00.0000
1 5 1,+00.0000,-00.4549,+00.0000,-00.3000,+00.0000,+00.0000
2 1 1,-00.9424,-00.9424,-00.9424,+00.0000,+00.0000,+00.0000
2 2 1,-00.8824,-00.9596,-00.8824,-00.8824,+00.0000,+00.0000
2 3 1,-00.7599,-00.6570,-00.6538,-00.8824,+00.0000,+00.0000
2 4 1,-00.5100,-00.3000,+01.0254,-00.3000,+00.0000,+00.0000
2 5 1,-00.6239,-00.6570,+00.0000,-00.6486,+00.0000,+12.4754
3 1 1,-00.8319,-00.8277,-00.8319,+00.0000,+00.0000,+00.0000
3 2 1,-00.8824,-00.8319,-00.7599,-00.8319,+00.0000,+00.0000
3 3 1,-00.7599,-00.8032,-00.8319,-00.7599,+00.0000,+00.0000
3 4 1,-00.7390,-00.5100,-00.8319,-00.5100,+00.0000,+00.0000
3 5 1,+00.9231,-00.6570,+00.0000,-00.8319,+00.0000,+00.0000
4 1 1,-00.6570,+00.9825,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.5100,-00.5351,-00.4641,-00.5100,+00.0000,+00.0000
4 3 1,-00.3000,-00.3633,-00.3000,-00.3000,+00.0000,+00.0000
4 4 1,-00.5100,-00.5100,-00.5100,-00.6127,+00.0000,+00.0000
4 5 1,-00.8127,-00.7599,+00.0000,-00.6570,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+12.6328
5 2 1,-00.5100,+00.0000,+00.0000,+02.1859,+00.0000,+00.0000
5 3 1,-00.5728,+00.0000,-00.6336,-00.4902,+00.0000,+12.6328
5 4 1,-00.6570,+00.0000,-00.5100,-00.6446,+00.0000,+00.0000
5 5 1,-00.9176,+00.0000,+00.0000,-00.8711,+00.0000,+00.0000

FullState(2 5 0 0 0 0 5 5 5)
Iteration: 328
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+12.6328,+00.0000
1 2 0,+00.0000,-00.5100,-00.3000,+01.7339,+00.0000,+00.0000
1 3 0,+00.0000,-00.6570,-00.6570,-00.5863,+00.0000,+00.0000
1 4 0,+00.0000,-00.8824,-00.7599,-00.8824,+00.0000,+00.0000
1 5 0,+00.0000,-00.9596,+00.0000,-00.9424,+00.0000,+00.0000
2 1 0,+01.7670,-00.3000,-00.6570,+00.0000,+00.0000,+00.0000
2 2 0,-00.7366,-00.8319,-00.6570,-00.6179,+00.0000,+00.0000
2 3 0,-00.6570,-00.5283,-00.5100,-00.8319,+00.0000,+00.0000
2 4 0,-00.8319,-00.8223,-00.7599,-00.7599,+00.0000,+00.0000
2 5 0,-00.9802,-00.9424,+00.0000,-00.9176,+00.0000,+00.0000
3 1 0,-00.6123,-00.6570,-00.6285,+00.0000,+00.0000,+00.0000
3 2 0,-00.8824,-00.5100,-00.6647,-00.6570,+00.0000,+00.0000
3 3 0,-00.8708,-00.8643,-00.8699,-00.8839,+12.6328,+00.0000
3 4 0,-00.6570,-00.6570,-00.6570,-00.6938,+00.0000,+00.0000
3 5 0,-00.7599,-00.6965,+00.0000,-00.7452,+00.0000,+00.0000
4 1 0,-00.9176,-00.8824,-00.8824,+00.0000,+00.0000,+00.0000
4 2 0,-00.8319,-00.8319,-00.8218,-00.7599,+00.0000,+00.0000
4 3 0,-00.7481,-00.6570,-00.6570,-00.6570,+00.0000,+00.0000
4 4 0,-00.5100,-00.4469,-00.5100,-00.5100,+00.0000,+00.0000
4 5 0,-00.5100,+01.6203,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.9862,+00.0000,-00.9802,+00.0000,+00.0000,+00.0000
5 2 0,-00.9424,+00.0000,-00.9176,-00.9424,+00.0000,+00.0000
5 3 0,-00.8504,+00.0000,-00.6694,-00.9176,+00.0000,+00.0000
5 4 0,-00.3000,+00.0000,+01.8031,-00.3000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+12.6328,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9932,-00.9903,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.9596,-00.9424,-00.9424,+00.0000,+00.0000
1 3 1,+00.0000,-00.8319,-00.7599,-00.8319,+00.0000,+00.0000
1 4 1,+00.0000,-00.5842,-00.5100,-00.5100,+00.0000,+00.0000
1 5 1,+00.0000,-00.4549,+00.0000,-00.3000,+00.0000,+00.0000
2 1 1,-00.9596,-00.9596,-00.9424,+00.0000,+00.0000,+00.0000
2 2 1,-00.9176,-00.9596,-00.8824,-00.9176,+00.0000,+00.0000
2 3 1,-00.7599,-00.6570,-00.6654,-00.8824,+00.0000,+00.0000
2 4 1,-00.5100,-00.3000,+01.5405,-00.3000,+00.0000,+00.0000
2 5 1,-00.6239,-00.6570,+00.0000,-00.6486,+00.0000,+12.6328
3 1 1,-00.8319,-00.7909,-00.8319,+00.0000,+00.0000,+00.0000
3 2 1,-00.8824,-00.8319,-00.7599,-00.8319,+00.0000,+00.0000
3 3 1,-00.8319,-00.8032,-00.8319,-00.7599,+00.0000,+00.0000
3 4 1,-00.7390,-00.5100,-00.8319,-00.5100,+00.0000,+00.0000
3 5 1,+00.9231,-00.6570,+00.0000,-00.8319,+00.0000,+00.0000
4 1 1,-00.6570,-00.3200,-00.5100,+00.0000,+00.0000,+00.0000
4 2 1,-00.5100,-00.5351,-00.6249,-00.5100,+00.0000,+00.0000
4 3 1,-00.5100,-00.3633,-00.3000,-00.3000,+00.0000,+00.0000
4 4 1,-00.5100,-00.5100,-00.5100,-00.6127,+00.0000,+00.0000
4 5 1,-00.8127,-00.7599,+00.0000,-00.6570,+00.0000,+00.0000
5 1 1,-00.6399,+00.0000,-00.5945,+00.0000,+00.0000,+12.6328
5 2 1,-00.5100,+00.0000,+00.0000,-00.2351,+00.0000,+00.0000
5 3 1,-00.5728,+00.0000,-00.6336,-00.4902,+00.0000,+12.6328
5 4 1,-00.6570,+00.0000,-00.5100,-00.6446,+00.0000,+00.0000
5 5 1,-00.9176,+00.0000,+00.0000,-00.8711,+00.0000,+00.0000

