FullState(2 4 1 4 3 5 0 1 1)
Iteration: 100
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
4 5 0,-00.5100,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000
5 1 0,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000
5 2 0,+00.0000,+00.0000,-00.3000,+00.0000,+00.0000,+00.0000
5 3 0,-00.3000,+00.0000,-00.3000,-00.3000,+00.0000,+00.0000
5 4 0,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+03.9000,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.7599,-00.7599,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.7599,-00.6570,-00.6570,+00.0000,+00.0000
1 3 1,+00.0000,-00.6570,-00.3000,-00.5100,+00.0000,+00.0000
1 4 1,+00.0000,-00.3000,+00.0000,-00.3000,+00.0000,+00.0000
1 5 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000
2 1 1,-00.6570,-00.7599,-00.6570,+00.0000,+00.0000,+00.0000
2 2 1,-00.7599,-00.7599,-00.7599,-00.7599,+00.0000,+00.0000
2 3 1,-00.5100,-00.5100,-00.5054,-00.7599,+00.0000,+00.0000
2 4 1,-00.3000,-00.3000,+00.7014,-00.3000,+00.0000,+00.0000
2 5 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+09.8787
3 1 1,-00.5100,-00.5100,-00.5100,+00.0000,+00.0000,+00.0000
3 2 1,-00.8319,-00.5100,-00.3000,-00.3000,+00.0000,+00.0000
3 3 1,-00.5100,-00.5100,-00.6570,-00.5100,+00.0000,+00.0000
3 4 1,-00.6271,-00.3000,-00.7599,+00.0000,+00.0000,+00.0000
3 5 1,-00.3000,-00.3000,+00.0000,-00.6570,+00.0000,+00.0000
4 1 1,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.3000,-00.3000,+00.0000,-00.3000,+00.0000,+00.0000
4 3 1,-00.3000,+00.0510,-00.3000,+00.0000,+00.0000,+00.0000
4 4 1,-00.3000,-00.3000,+00.0000,-00.3000,+00.0000,+00.0000
4 5 1,-00.3000,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+03.9000
5 2 1,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000
5 3 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+06.6300
5 4 1,-00.3000,+00.0000,+00.0000,-00.3000,+00.0000,+00.0000
5 5 1,-00.3000,+00.0000,+00.0000,-00.3000,+00.0000,+00.0000

FullState(5 5 1 2 0 3 2 2 5)
Iteration: 300
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+08.5410,+00.0000
1 2 0,+00.0000,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000
1 3 0,+00.0000,-00.5100,-00.5100,-00.5100,+00.0000,+00.0000
1 4 0,+00.0000,-00.6570,-00.6570,-00.6570,+00.0000,+00.0000
1 5 0,+00.0000,-00.8319,+00.0000,-00.7599,+00.0000,+00.0000
2 1 0,+00.3324,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000
2 2 0,-00.3000,-00.3000,-00.3000,-00.2954,+00.0000,+00.0000
2 3 0,-00.5100,-00.5100,-00.3000,-00.3000,+00.0000,+00.0000
2 4 0,-00.6570,-00.6374,-00.5100,-00.5100,+00.0000,+00.0000
2 5 0,-00.8319,-00.8319,+00.0000,-00.8319,+00.0000,+00.0000
3 1 0,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000,+00.0000
3 2 0,-00.5100,-00.3000,+00.0000,-00.3000,+00.0000,+00.0000
3 3 0,-00.3000,-00.5082,-00.4582,-00.3000,+10.8151,+00.0000
3 4 0,-00.3000,-00.3000,-00.3000,-00.3751,+00.0000,+00.0000
3 5 0,-00.6570,-00.5100,+00.0000,-00.6361,+00.0000,+00.0000
4 1 0,-00.5100,-00.5100,-00.3000,+00.0000,+00.0000,+00.0000
4 2 0,-00.3000,-00.3000,-00.4805,-00.3000,+00.0000,+00.0000
4 3 0,-00.2803,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000
4 4 0,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000,+00.0000
4 5 0,-00.5100,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000
5 1 0,-00.6570,+00.0000,-00.6570,+00.0000,+00.0000,+00.0000
5 2 0,-00.5100,+00.0000,-00.5100,-00.5100,+00.0000,+00.0000
5 3 0,-00.5100,+00.0000,-00.5100,-00.5100,+00.0000,+00.0000
5 4 0,-00.3000,+00.0000,+00.0510,-00.3000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+06.6300,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.8824,-00.8824,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.8319,-00.7599,-00.7599,+00.0000,+00.0000
1 3 1,+00.0000,-00.6570,-00.5100,-00.5100,+00.0000,+00.0000
1 4 1,+00.0000,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000
1 5 1,+00.0000,+00.5891,+00.0000,+00.0000,+00.0000,+00.0000
2 1 1,-00.8319,-00.7599,-00.7599,+00.0000,+00.0000,+00.0000
2 2 1,-00.8319,-00.8319,-00.7599,-00.7599,+00.0000,+00.0000
2 3 1,-00.5100,-00.5100,-00.5054,-00.7599,+00.0000,+00.0000
2 4 1,-00.3000,-00.3000,+00.7014,-00.3000,+00.0000,+00.0000
2 5 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151
3 1 1,-00.6570,-00.6570,-00.5100,+00.0000,+00.0000,+00.0000
3 2 1,-00.8319,-00.5100,-00.3000,-00.5100,+00.0000,+00.0000
3 3 1,-00.5100,-00.5100,-00.6570,-00.5100,+00.0000,+00.0000
3 4 1,-00.6271,-00.3000,-00.7599,+00.0000,+00.0000,+00.0000
3 5 1,-00.3000,-00.3000,+00.0000,-00.6570,+00.0000,+00.0000
4 1 1,-00.5100,-00.1590,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.3000,-00.3000,+00.0000,-00.5100,+00.0000,+00.0000
4 3 1,-00.3000,+00.0510,-00.3000,+00.0000,+00.0000,+00.0000
4 4 1,-00.3000,-00.3000,+00.0000,-00.3000,+00.0000,+00.0000
4 5 1,-00.3000,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+06.6300
5 2 1,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000
5 3 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+06.6300
5 4 1,-00.3000,+00.0000,+00.0000,-00.3000,+00.0000,+00.0000
5 5 1,-00.3000,+00.0000,+00.0000,-00.3000,+00.0000,+00.0000

FullState(4 3 0 0 0 2 3 5 5)
Iteration: 400
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151,+00.0000
1 2 0,+00.0000,-00.5100,-00.3000,+00.2587,+00.0000,+00.0000
1 3 0,+00.0000,-00.5100,-00.5100,-00.5100,+00.0000,+00.0000
1 4 0,+00.0000,-00.6570,-00.6570,-00.6570,+00.0000,+00.0000
1 5 0,+00.0000,-00.8319,+00.0000,-00.7599,+00.0000,+00.0000
2 1 0,+00.8218,+00.0000,-00.3000,+00.0000,+00.0000,+00.0000
2 2 0,-00.6570,-00.3000,-00.3000,-00.4769,+00.0000,+00.0000
2 3 0,-00.5100,-00.5100,-00.3000,-00.5100,+00.0000,+00.0000
2 4 0,-00.6570,-00.6374,-00.5100,-00.5100,+00.0000,+00.0000
2 5 0,-00.8319,-00.8319,+00.0000,-00.8319,+00.0000,+00.0000
3 1 0,-00.4801,-00.3000,-00.3000,+00.0000,+00.0000,+00.0000
3 2 0,-00.5100,-00.5100,-00.3000,-00.3000,+00.0000,+00.0000
3 3 0,-00.5100,-00.5082,-00.4582,-00.5100,+10.8151,+00.0000
3 4 0,-00.3000,-00.3000,-00.3000,-00.3751,+00.0000,+00.0000
3 5 0,-00.6570,-00.5100,+00.0000,-00.6361,+00.0000,+00.0000
4 1 0,-00.6570,-00.5100,-00.5100,+00.0000,+00.0000,+00.0000
4 2 0,-00.5100,-00.5100,-00.6363,-00.5100,+00.0000,+00.0000
4 3 0,-00.4962,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000
4 4 0,-00.3000,-00.3000,-00.3000,+00.0000,+00.0000,+00.0000
4 5 0,-00.5100,-00.3000,+00.0000,+00.0000,+00.0000,+00.0000
5 1 0,-00.7599,+00.0000,-00.7599,+00.0000,+00.0000,+00.0000
5 2 0,-00.7599,+00.0000,-00.6570,-00.6570,+00.0000,+00.0000
5 3 0,-00.6570,+00.0000,-00.6524,-00.7599,+00.0000,+00.0000
5 4 0,-00.3000,+00.0000,+00.3324,-00.3000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+08.5410,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9424,-00.9176,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.8824,-00.8319,-00.8319,+00.0000,+00.0000
1 3 1,+00.0000,-00.6570,-00.6570,-00.6570,+00.0000,+00.0000
1 4 1,+00.0000,-00.4469,-00.3000,-00.3000,+00.0000,+00.0000
1 5 1,+00.0000,-00.2213,+00.0000,+00.0000,+00.0000,+00.0000
2 1 1,-00.8319,-00.8319,-00.8824,+00.0000,+00.0000,+00.0000
2 2 1,-00.8824,-00.8824,-00.8319,-00.8319,+00.0000,+00.0000
2 3 1,-00.6570,-00.5100,-00.5054,-00.8319,+00.0000,+00.0000
2 4 1,-00.3000,-00.3000,-00.4164,-00.3000,+00.0000,+00.0000
2 5 1,-00.4628,-00.5100,+00.0000,-00.4980,+00.0000,+10.8151
3 1 1,-00.6570,-00.6570,-00.6570,+00.0000,+00.0000,+00.0000
3 2 1,-00.8319,-00.6570,-00.5100,-00.5100,+00.0000,+00.0000
3 3 1,-00.6570,-00.6271,-00.6570,-00.5100,+00.0000,+00.0000
3 4 1,-00.6271,-00.5100,-00.7599,-00.3000,+00.0000,+00.0000
3 5 1,-00.5100,-00.5100,+00.0000,-00.7599,+00.0000,+00.0000
4 1 1,-00.5100,-00.1590,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.3000,-00.3000,-00.2369,-00.5100,+00.0000,+00.0000
4 3 1,-00.3000,+00.4560,-00.3000,+00.0000,+00.0000,+00.0000
4 4 1,-00.5100,-00.5100,-00.3000,-00.5054,+00.0000,+00.0000
4 5 1,-00.5100,-00.5100,+00.0000,-00.5100,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+08.5410
5 2 1,-00.3000,+00.0000,+00.0000,+00.2967,+00.0000,+00.0000
5 3 1,-00.2028,+00.0000,+00.0000,-00.3000,+00.0000,+10.8151
5 4 1,-00.5100,+00.0000,-00.3000,-00.5100,+00.0000,+00.0000
5 5 1,-00.6570,+00.0000,+00.0000,-00.6570,+00.0000,+00.0000

FullState(5 1 0 0 0 0 5 5 5)
Iteration: 479
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151,+00.0000
1 2 0,+00.0000,-00.5100,-00.3000,+00.2587,+00.0000,+00.0000
1 3 0,+00.0000,-00.5100,-00.5100,-00.5100,+00.0000,+00.0000
1 4 0,+00.0000,-00.7599,-00.6570,-00.6570,+00.0000,+00.0000
1 5 0,+00.0000,-00.8319,+00.0000,-00.8319,+00.0000,+00.0000
2 1 0,+00.8218,+00.0000,-00.3000,+00.0000,+00.0000,+00.0000
2 2 0,-00.6570,-00.3000,-00.3000,-00.4769,+00.0000,+00.0000
2 3 0,-00.5100,-00.5100,-00.5100,-00.5100,+00.0000,+00.0000
2 4 0,-00.6570,-00.7462,-00.6570,-00.6570,+00.0000,+00.0000
2 5 0,-00.8824,-00.8319,+00.0000,-00.8319,+00.0000,+00.0000
3 1 0,-00.4801,-00.5100,-00.5100,+00.0000,+00.0000,+00.0000
3 2 0,-00.5100,-00.5100,-00.5100,-00.5100,+00.0000,+00.0000
3 3 0,-00.5100,-00.5082,-00.6208,-00.5100,+10.8151,+00.0000
3 4 0,-00.5100,-00.5100,-00.5100,-00.3751,+00.0000,+00.0000
3 5 0,-00.6570,-00.6570,+00.0000,-00.6361,+00.0000,+00.0000
4 1 0,-00.7599,-00.6570,-00.6570,+00.0000,+00.0000,+00.0000
4 2 0,-00.6570,-00.6570,-00.6363,-00.5100,+00.0000,+00.0000
4 3 0,-00.4962,-00.5100,-00.5100,-00.5100,+00.0000,+00.0000
4 4 0,-00.5100,-00.4469,-00.3000,-00.3000,+00.0000,+00.0000
4 5 0,-00.5100,-00.3000,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.8824,+00.0000,-00.8319,+00.0000,+00.0000,+00.0000
5 2 0,-00.7599,+00.0000,-00.7599,-00.7599,+00.0000,+00.0000
5 3 0,-00.7599,+00.0000,-00.7268,-00.7599,+00.0000,+00.0000
5 4 0,-00.3000,+00.0000,+01.0800,-00.3000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9596,-00.9424,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.8824,-00.8319,-00.8824,+00.0000,+00.0000
1 3 1,+00.0000,-00.7599,-00.6570,-00.6570,+00.0000,+00.0000
1 4 1,+00.0000,-00.4469,-00.5100,-00.5100,+00.0000,+00.0000
1 5 1,+00.0000,-00.4549,+00.0000,-00.3000,+00.0000,+00.0000
2 1 1,-00.8824,-00.8824,-00.8824,+00.0000,+00.0000,+00.0000
2 2 1,-00.8824,-00.8824,-00.8319,-00.8319,+00.0000,+00.0000
2 3 1,-00.6570,-00.5100,-00.6538,-00.8319,+00.0000,+00.0000
2 4 1,-00.5100,-00.3000,-00.5915,-00.3000,+00.0000,+00.0000
2 5 1,-00.6239,-00.6570,+00.0000,-00.6486,+00.0000,+10.8151
3 1 1,-00.7599,-00.7599,-00.6570,+00.0000,+00.0000,+00.0000
3 2 1,-00.8319,-00.6570,-00.5100,-00.6570,+00.0000,+00.0000
3 3 1,-00.6570,-00.6271,-00.6570,-00.6570,+00.0000,+00.0000
3 4 1,-00.6271,-00.5100,-00.7599,-00.5100,+00.0000,+00.0000
3 5 1,-00.6570,-00.5100,+00.0000,-00.8319,+00.0000,+00.0000
4 1 1,-00.5100,+00.3574,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.3000,-00.3000,-00.2369,-00.5100,+00.0000,+00.0000
4 3 1,-00.3000,+00.0192,-00.3000,+00.0000,+00.0000,+00.0000
4 4 1,-00.5100,-00.5100,-00.5100,-00.6127,+00.0000,+00.0000
4 5 1,-00.6570,-00.6570,+00.0000,-00.6570,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151
5 2 1,-00.3000,+00.0000,+00.0000,+00.7968,+00.0000,+00.0000
5 3 1,-00.2028,+00.0000,+00.0000,-00.4833,+00.0000,+10.8151
5 4 1,-00.6570,+00.0000,-00.5100,-00.5100,+00.0000,+00.0000
5 5 1,-00.8319,+00.0000,+00.0000,-00.8319,+00.0000,+00.0000

FullState(4 2 1 3 3 5 0 1 2)
Iteration: 100
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+11.9294,+00.0000
1 2 0,+00.0000,-00.5100,-00.3000,+01.3305,+00.0000,+00.0000
1 3 0,+00.0000,-00.6570,-00.6570,-00.5801,+00.0000,+00.0000
1 4 0,+00.0000,-00.8824,-00.6570,-00.8824,+00.0000,+00.0000
1 5 0,+00.0000,-00.9424,+00.0000,-00.9176,+00.0000,+00.0000
2 1 0,+00.8218,-00.3000,-00.6570,+00.0000,+00.0000,+00.0000
2 2 0,-00.7366,-00.8319,-00.5100,-00.6179,+00.0000,+00.0000
2 3 0,-00.5100,+00.3754,-00.5100,-00.7599,+00.0000,+00.0000
2 4 0,-00.8319,-00.7462,-00.6570,-00.7599,+00.0000,+00.0000
2 5 0,-00.9718,-00.8319,+00.0000,-00.8824,+00.0000,+00.0000
3 1 0,-00.5621,-00.6570,-00.5100,+00.0000,+00.0000,+00.0000
3 2 0,-00.8824,-00.5100,+00.3164,-00.6570,+00.0000,+00.0000
3 3 0,-00.5100,-00.5082,-00.6208,-00.5100,+11.9294,+00.0000
3 4 0,-00.5100,-00.5100,-00.5100,-00.3751,+00.0000,+00.0000
3 5 0,-00.6570,-00.6570,+00.0000,-00.6361,+00.0000,+00.0000
4 1 0,-00.7599,-00.7599,-00.6570,+00.0000,+00.0000,+00.0000
4 2 0,-00.8319,-00.6570,-00.6363,-00.5100,+00.0000,+00.0000
4 3 0,-00.4962,-00.5100,-00.5100,-00.6570,+00.0000,+00.0000
4 4 0,-00.5100,-00.4469,-00.3000,-00.3000,+00.0000,+00.0000
4 5 0,-00.5100,-00.3000,+00.0000,-00.3000,+00.0000,+00.0000
5 1 0,-00.8824,+00.0000,-00.8824,+00.0000,+00.0000,+00.0000
5 2 0,-00.8319,+00.0000,-00.8824,-00.7599,+00.0000,+00.0000
5 3 0,-00.8319,+00.0000,-00.7268,-00.8824,+00.0000,+00.0000
5 4 0,-00.3000,+00.0000,+01.0800,-00.3000,+00.0000,+00.0000
5 5 0,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151,+00.0000

State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 1,+00.0000,-00.9802,-00.9718,+00.0000,+00.0000,+00.0000
1 2 1,+00.0000,-00.9424,-00.8319,-00.9176,+00.0000,+00.0000
1 3 1,+00.0000,-00.7599,-00.6570,-00.7599,+00.0000,+00.0000
1 4 1,+00.0000,-00.4469,-00.5100,-00.5100,+00.0000,+00.0000
1 5 1,+00.0000,-00.4549,+00.0000,-00.3000,+00.0000,+00.0000
2 1 1,-00.9176,-00.9424,-00.8824,+00.0000,+00.0000,+00.0000
2 2 1,-00.8824,-00.9424,-00.8319,-00.8824,+00.0000,+00.0000
2 3 1,-00.7599,-00.5100,-00.6538,-00.8319,+00.0000,+00.0000
2 4 1,-00.5100,-00.3000,+00.3183,-00.3000,+00.0000,+00.0000
2 5 1,-00.6239,-00.6570,+00.0000,-00.6486,+00.0000,+11.9294
3 1 1,-00.7599,-00.7998,-00.8319,+00.0000,+00.0000,+00.0000
3 2 1,-00.8824,-00.7599,-00.7599,-00.6570,+00.0000,+00.0000
3 3 1,-00.7599,-00.7372,-00.8319,-00.6570,+00.0000,+00.0000
3 4 1,-00.7390,-00.5100,-00.8319,-00.5100,+00.0000,+00.0000
3 5 1,+00.2135,-00.6570,+00.0000,-00.8319,+00.0000,+00.0000
4 1 1,-00.6570,+00.3574,-00.3000,+00.0000,+00.0000,+00.0000
4 2 1,-00.3000,-00.4383,-00.4641,-00.5100,+00.0000,+00.0000
4 3 1,-00.3000,+00.6868,-00.3000,-00.3000,+00.0000,+00.0000
4 4 1,-00.5100,-00.5100,-00.5100,-00.6127,+00.0000,+00.0000
4 5 1,-00.7599,-00.6570,+00.0000,-00.6570,+00.0000,+00.0000
5 1 1,+00.0000,+00.0000,+00.0000,+00.0000,+00.0000,+10.8151
5 2 1,-00.5100,+00.0000,+00.0000,+00.7968,+00.0000,+00.0000
5 3 1,-00.2028,+00.0000,+00.0000,-00.4833,+00.0000,+11.4706
5 4 1,-00.6570,+00.0000,-00.5100,-00.5100,+00.0000,+00.0000
5 5 1,-00.8319,+00.0000,+00.0000,-00.8319,+00.0000,+00.0000

FullState(4 5 0 3 0 3 2 4 3)
Iteration: 200
Learning Rate: 0.3
Discount Rate: 0.3
Random Chance: 0.1
State, NORTH, SOUTH, EAST, WEST, PICKUP, DROPOFF
1 1 0,+00.0000,+00.0000,+00.0000,+00.0000,+11.9294,+00.0000
1 2 0,+00.0000,-00.5100,-00.3000,+01.3305,+00.0000,+00.0000
1 3 0,+00.0000,-00.6570,-00.6570,-00.5801,+00.0000,+00.0000
1 4 0,+00.0000,-00.8824,-00.6570,-00.8824,+00.0000,+00.0000
1 5 0,+00.0000,-00.9424,+00.0000,-00.9176,+00.0000,+00.0000
2 1 0,+00.8218,-00.3000,-00.6570,+00.0000,+00.0000,+00.0000
2 2 0,-00.7366,-00.8319,-00.6570,-00.6179,+00.0000,+00.0000
2 3 0,-00.5100,-00.5283,-00.5100,-00.8319,+00.0000,+00.0000
2 4 0,-00.8319,-00.8223,-00.7599,-00.7599,+00.0000,+00.0000
